BaseItemTypesKey,ItemCurrentLevel,Experience
"<5483, 0>",4,1449957
"<5483, 0>",5,2160316
"<5483, 0>",6,3515827
"<5483, 0>",7,4654704
"<5483, 0>",8,6022937
"<5483, 0>",9,7661275
"<5483, 0>",10,9617923
"<5483, 0>",11,13273107
"<5483, 0>",12,16290434
"<5483, 0>",13,19866666
"<5483, 0>",14,24098333
"<5483, 0>",15,26493411
"<5483, 0>",16,34914474
"<5483, 0>",17,51074457
"<5483, 0>",18,92244824
"<5483, 0>",19,179039272
"<5483, 0>",20,336444335
"<5491, 0>",1,0
"<5491, 0>",2,285815
"<5491, 0>",3,538410
"<5491, 0>",4,852804
"<5491, 0>",5,1241538
"<5491, 0>",6,1718975
"<5491, 0>",7,2302761
"<5491, 0>",8,3013120
"<5491, 0>",9,4368631
"<5491, 0>",10,5507508
"<5491, 0>",11,6875741
"<5491, 0>",12,8514079
"<5491, 0>",13,10470727
"<5491, 0>",14,14125911
"<5491, 0>",15,17143238
"<5491, 0>",16,24863364
"<5491, 0>",17,39921819
"<5491, 0>",18,65886037
"<5491, 0>",19,128346808
"<5491, 0>",20,339855551
"<5489, 0>",1,0
"<5489, 0>",2,15249
"<5489, 0>",3,56766
"<5489, 0>",4,138749
"<5489, 0>",5,286717
"<5489, 0>",6,537274
"<5489, 0>",7,942360
"<5489, 0>",8,1390078
"<5489, 0>",9,2005396
"<5489, 0>",10,2840035
"<5489, 0>",11,4410795
"<5489, 0>",12,6044782
"<5489, 0>",13,8195812
"<5489, 0>",14,11008001
"<5489, 0>",15,16107361
"<5489, 0>",16,25508092
"<5489, 0>",17,40781458
"<5489, 0>",18,67068040
"<5489, 0>",19,129958630
"<5489, 0>",20,342004647
"<5492, 0>",1,0
"<5492, 0>",2,285815
"<5492, 0>",3,538410
"<5492, 0>",4,852804
"<5492, 0>",5,1241538
"<5492, 0>",6,1718975
"<5492, 0>",7,2302761
"<5492, 0>",8,3013120
"<5492, 0>",9,4368631
"<5492, 0>",10,5507508
"<5492, 0>",11,6875741
"<5492, 0>",12,8514079
"<5492, 0>",13,10470727
"<5492, 0>",14,14125911
"<5492, 0>",15,17143238
"<5492, 0>",16,24863364
"<5492, 0>",17,39921819
"<5492, 0>",18,65886037
"<5492, 0>",19,128346808
"<5492, 0>",20,339855551
"<5493, 0>",1,0
"<5493, 0>",2,15249
"<5493, 0>",3,56766
"<5493, 0>",4,138749
"<5493, 0>",5,286717
"<5493, 0>",6,537274
"<5493, 0>",7,942360
"<5493, 0>",8,1390078
"<5493, 0>",9,2005396
"<5493, 0>",10,2840035
"<5493, 0>",11,4410795
"<5493, 0>",12,6044782
"<5493, 0>",13,8195812
"<5493, 0>",14,11008001
"<5493, 0>",15,16107361
"<5493, 0>",16,25508092
"<5493, 0>",17,40781458
"<5493, 0>",18,67068040
"<5493, 0>",19,129958630
"<5493, 0>",20,342004647
"<5494, 0>",1,0
"<5494, 0>",2,252595
"<5494, 0>",3,566989
"<5494, 0>",4,955723
"<5494, 0>",5,1433160
"<5494, 0>",6,2016946
"<5494, 0>",7,2727305
"<5494, 0>",8,4082816
"<5494, 0>",9,5221693
"<5494, 0>",10,6589926
"<5494, 0>",11,8228264
"<5494, 0>",12,10184912
"<5494, 0>",13,13840096
"<5494, 0>",14,16857423
"<5494, 0>",15,20433655
"<5494, 0>",16,29598386
"<5494, 0>",17,47459814
"<5494, 0>",18,93492200
"<5494, 0>",19,180740239
"<5494, 0>",20,338712291
"<5495, 0>",1,0
"<5495, 0>",2,199345
"<5495, 0>",3,485160
"<5495, 0>",4,886504
"<5495, 0>",5,1440883
"<5495, 0>",6,1918320
"<5495, 0>",7,2502106
"<5495, 0>",8,3212465
"<5495, 0>",9,4567976
"<5495, 0>",10,5706853
"<5495, 0>",11,7075086
"<5495, 0>",12,8713424
"<5495, 0>",13,10670072
"<5495, 0>",14,14325256
"<5495, 0>",15,17342583
"<5495, 0>",16,25102578
"<5495, 0>",17,40240771
"<5495, 0>",18,66324596
"<5495, 0>",19,128944843
"<5495, 0>",20,340652931
"<5496, 0>",1,0
"<5496, 0>",2,252595
"<5496, 0>",3,566989
"<5496, 0>",4,955723
"<5496, 0>",5,1433160
"<5496, 0>",6,2016946
"<5496, 0>",7,2727305
"<5496, 0>",8,4082816
"<5496, 0>",9,5221693
"<5496, 0>",10,6589926
"<5496, 0>",11,8228264
"<5496, 0>",12,10184912
"<5496, 0>",13,13840096
"<5496, 0>",14,16857423
"<5496, 0>",15,20433655
"<5496, 0>",16,29598386
"<5496, 0>",17,47459814
"<5496, 0>",18,93492200
"<5496, 0>",19,180740239
"<5496, 0>",20,338712291
"<5497, 0>",1,0
"<5497, 0>",2,70
"<5497, 0>",3,378
"<5497, 0>",4,1932
"<5497, 0>",5,8599
"<5497, 0>",6,34646
"<5497, 0>",7,84371
"<5497, 0>",8,180085
"<5497, 0>",9,349680
"<5497, 0>",10,633439
"<5497, 0>",11,1087435
"<5497, 0>",12,1790563
"<5497, 0>",13,2851786
"<5497, 0>",14,4917656
"<5497, 0>",15,7424766
"<5497, 0>",16,13223702
"<5497, 0>",17,28307621
"<5497, 0>",18,56100356
"<5497, 0>",19,99970095
"<5497, 0>",20,342051651
"<5498, 0>",1,0
"<5498, 0>",2,252595
"<5498, 0>",3,566989
"<5498, 0>",4,955723
"<5498, 0>",5,1433160
"<5498, 0>",6,2016946
"<5498, 0>",7,2727305
"<5498, 0>",8,4082816
"<5498, 0>",9,5221693
"<5498, 0>",10,6589926
"<5498, 0>",11,8228264
"<5498, 0>",12,10184912
"<5498, 0>",13,13840096
"<5498, 0>",14,16857423
"<5498, 0>",15,20433655
"<5498, 0>",16,29598386
"<5498, 0>",17,47459814
"<5498, 0>",18,93492200
"<5498, 0>",19,180740239
"<5498, 0>",20,338712291
"<5499, 0>",1,0
"<5499, 0>",2,841
"<5499, 0>",3,3940
"<5499, 0>",4,11373
"<5499, 0>",5,34268
"<5499, 0>",6,83993
"<5499, 0>",7,179707
"<5499, 0>",8,349302
"<5499, 0>",9,633061
"<5499, 0>",10,1087057
"<5499, 0>",11,1790185
"<5499, 0>",12,2851408
"<5499, 0>",13,4917278
"<5499, 0>",14,7424388
"<5499, 0>",15,9998119
"<5499, 0>",16,17609470
"<5499, 0>",17,31047378
"<5499, 0>",18,56099525
"<5499, 0>",19,99968961
"<5499, 0>",20,342050139
"<5500, 0>",1,0
"<5500, 0>",2,285815
"<5500, 0>",3,538410
"<5500, 0>",4,852804
"<5500, 0>",5,1241538
"<5500, 0>",6,1718975
"<5500, 0>",7,2302761
"<5500, 0>",8,3013120
"<5500, 0>",9,4368631
"<5500, 0>",10,5507508
"<5500, 0>",11,6875741
"<5500, 0>",12,8514079
"<5500, 0>",13,10470727
"<5500, 0>",14,14125911
"<5500, 0>",15,17143238
"<5500, 0>",16,24863364
"<5500, 0>",17,39921819
"<5500, 0>",18,65886037
"<5500, 0>",19,128346808
"<5500, 0>",20,339855551
"<5501, 0>",1,0
"<5501, 0>",2,199345
"<5501, 0>",3,485160
"<5501, 0>",4,886504
"<5501, 0>",5,1440883
"<5501, 0>",6,1918320
"<5501, 0>",7,2502106
"<5501, 0>",8,3212465
"<5501, 0>",9,4567976
"<5501, 0>",10,5706853
"<5501, 0>",11,7075086
"<5501, 0>",12,8713424
"<5501, 0>",13,10670072
"<5501, 0>",14,14325256
"<5501, 0>",15,17342583
"<5501, 0>",16,25102578
"<5501, 0>",17,40240771
"<5501, 0>",18,66324596
"<5501, 0>",19,128944843
"<5501, 0>",20,340652931
"<5158, 0>",1,0
"<5158, 0>",2,285815
"<5158, 0>",3,538410
"<5158, 0>",4,852804
"<5158, 0>",5,1241538
"<5158, 0>",6,1718975
"<5158, 0>",7,2302761
"<5158, 0>",8,3013120
"<5158, 0>",9,4368631
"<5158, 0>",10,5507508
"<5158, 0>",11,6875741
"<5158, 0>",12,8514079
"<5158, 0>",13,10470727
"<5158, 0>",14,14125911
"<5158, 0>",15,17143238
"<5158, 0>",16,24863364
"<5158, 0>",17,39921819
"<5158, 0>",18,65886037
"<5158, 0>",19,128346808
"<5158, 0>",20,339855551
"<5502, 0>",1,0
"<5502, 0>",2,285815
"<5502, 0>",3,538410
"<5502, 0>",4,852804
"<5502, 0>",5,1241538
"<5502, 0>",6,1718975
"<5502, 0>",7,2302761
"<5502, 0>",8,3013120
"<5502, 0>",9,4368631
"<5502, 0>",10,5507508
"<5502, 0>",11,6875741
"<5502, 0>",12,8514079
"<5502, 0>",13,10470727
"<5502, 0>",14,14125911
"<5502, 0>",15,17143238
"<5502, 0>",16,24863364
"<5502, 0>",17,39921819
"<5502, 0>",18,65886037
"<5502, 0>",19,128346808
"<5502, 0>",20,339855551
"<5503, 0>",1,0
"<5503, 0>",2,15249
"<5503, 0>",3,56766
"<5503, 0>",4,138749
"<5503, 0>",5,286717
"<5503, 0>",6,537274
"<5503, 0>",7,942360
"<5503, 0>",8,1390078
"<5503, 0>",9,2005396
"<5503, 0>",10,2840035
"<5503, 0>",11,4410795
"<5503, 0>",12,6044782
"<5503, 0>",13,8195812
"<5503, 0>",14,11008001
"<5503, 0>",15,16107361
"<5503, 0>",16,25508092
"<5503, 0>",17,40781458
"<5503, 0>",18,67068040
"<5503, 0>",19,129958630
"<5503, 0>",20,342004647
"<5504, 0>",1,0
"<5504, 0>",2,252595
"<5504, 0>",3,566989
"<5504, 0>",4,955723
"<5504, 0>",5,1433160
"<5504, 0>",6,2016946
"<5504, 0>",7,2727305
"<5504, 0>",8,4082816
"<5504, 0>",9,5221693
"<5504, 0>",10,6589926
"<5504, 0>",11,8228264
"<5504, 0>",12,10184912
"<5504, 0>",13,13840096
"<5504, 0>",14,16857423
"<5504, 0>",15,20433655
"<5504, 0>",16,29598386
"<5504, 0>",17,47459814
"<5504, 0>",18,93492200
"<5504, 0>",19,180740239
"<5504, 0>",20,338712291
"<5505, 0>",1,0
"<5505, 0>",2,69833
"<5505, 0>",3,198382
"<5505, 0>",4,352935
"<5505, 0>",5,578309
"<5505, 0>",6,898981
"<5505, 0>",7,1346699
"<5505, 0>",8,1962017
"<5505, 0>",9,2796656
"<5505, 0>",10,4367416
"<5505, 0>",11,6001403
"<5505, 0>",12,8152433
"<5505, 0>",13,10964622
"<5505, 0>",14,14619806
"<5505, 0>",15,17637133
"<5505, 0>",16,25456038
"<5505, 0>",17,40712051
"<5505, 0>",18,66972606
"<5505, 0>",19,129828493
"<5505, 0>",20,341831131
"<5510, 0>",1,0
"<5510, 0>",2,15249
"<5510, 0>",3,56766
"<5510, 0>",4,138749
"<5510, 0>",5,286717
"<5510, 0>",6,537274
"<5510, 0>",7,942360
"<5510, 0>",8,1390078
"<5510, 0>",9,2005396
"<5510, 0>",10,2840035
"<5510, 0>",11,4410795
"<5510, 0>",12,6044782
"<5510, 0>",13,8195812
"<5510, 0>",14,11008001
"<5510, 0>",15,16107361
"<5510, 0>",16,25508092
"<5510, 0>",17,40781458
"<5510, 0>",18,67068040
"<5510, 0>",19,129958630
"<5510, 0>",20,342004647
"<5511, 0>",1,0
"<5511, 0>",2,49725
"<5511, 0>",3,145439
"<5511, 0>",4,315034
"<5511, 0>",5,514379
"<5511, 0>",6,800194
"<5511, 0>",7,1201538
"<5511, 0>",8,1755917
"<5511, 0>",9,2510966
"<5511, 0>",10,3527499
"<5511, 0>",11,5426101
"<5511, 0>",12,7390120
"<5511, 0>",13,9963851
"<5511, 0>",14,14640290
"<5511, 0>",15,17657617
"<5511, 0>",16,25480618
"<5511, 0>",17,40744826
"<5511, 0>",18,67017671
"<5511, 0>",19,129889945
"<5511, 0>",20,341913067
"<5512, 0>",1,0
"<5512, 0>",2,285815
"<5512, 0>",3,538410
"<5512, 0>",4,852804
"<5512, 0>",5,1241538
"<5512, 0>",6,1718975
"<5512, 0>",7,2302761
"<5512, 0>",8,3013120
"<5512, 0>",9,4368631
"<5512, 0>",10,5507508
"<5512, 0>",11,6875741
"<5512, 0>",12,8514079
"<5512, 0>",13,10470727
"<5512, 0>",14,14125911
"<5512, 0>",15,17143238
"<5512, 0>",16,24863364
"<5512, 0>",17,39921819
"<5512, 0>",18,65886037
"<5512, 0>",19,128346808
"<5512, 0>",20,339855551
"<5515, 0>",1,0
"<5515, 0>",2,69833
"<5515, 0>",3,198382
"<5515, 0>",4,352935
"<5515, 0>",5,578309
"<5515, 0>",6,898981
"<5515, 0>",7,1346699
"<5515, 0>",8,1962017
"<5515, 0>",9,2796656
"<5515, 0>",10,4367416
"<5515, 0>",11,6001403
"<5515, 0>",12,8152433
"<5515, 0>",13,10964622
"<5515, 0>",14,14619806
"<5515, 0>",15,17637133
"<5515, 0>",16,25456038
"<5515, 0>",17,40712051
"<5515, 0>",18,66972606
"<5515, 0>",19,129828493
"<5515, 0>",20,341831131
"<5514, 0>",1,0
"<5514, 0>",2,118383
"<5514, 0>",3,294199
"<5514, 0>",4,548260
"<5514, 0>",5,907350
"<5514, 0>",6,1405858
"<5514, 0>",7,2087915
"<5514, 0>",8,3009692
"<5514, 0>",9,4737571
"<5514, 0>",10,5876448
"<5514, 0>",11,7244681
"<5514, 0>",12,8883019
"<5514, 0>",13,10839667
"<5514, 0>",14,14494851
"<5514, 0>",15,17512178
"<5514, 0>",16,25306092
"<5514, 0>",17,40512123
"<5514, 0>",18,66697705
"<5514, 0>",19,129453628
"<5514, 0>",20,341331311
"<5513, 0>",1,0
"<5513, 0>",2,199345
"<5513, 0>",3,485160
"<5513, 0>",4,886504
"<5513, 0>",5,1440883
"<5513, 0>",6,1918320
"<5513, 0>",7,2502106
"<5513, 0>",8,3212465
"<5513, 0>",9,4567976
"<5513, 0>",10,5706853
"<5513, 0>",11,7075086
"<5513, 0>",12,8713424
"<5513, 0>",13,10670072
"<5513, 0>",14,14325256
"<5513, 0>",15,17342583
"<5513, 0>",16,25102578
"<5513, 0>",17,40240771
"<5513, 0>",18,66324596
"<5513, 0>",19,128944843
"<5513, 0>",20,340652931
"<5516, 0>",1,0
"<5516, 0>",2,3231
"<5516, 0>",3,12800
"<5516, 0>",4,40989
"<5516, 0>",5,100135
"<5516, 0>",6,211327
"<5516, 0>",7,405127
"<5516, 0>",8,725407
"<5516, 0>",9,1233246
"<5516, 0>",10,1787625
"<5516, 0>",11,2542674
"<5516, 0>",12,3559207
"<5516, 0>",13,5457809
"<5516, 0>",14,7421828
"<5516, 0>",15,9995559
"<5516, 0>",16,17606398
"<5516, 0>",17,31043282
"<5516, 0>",18,56093893
"<5516, 0>",19,99961281
"<5516, 0>",20,342039899
"<5517, 0>",1,0
"<5517, 0>",2,49725
"<5517, 0>",3,145439
"<5517, 0>",4,315034
"<5517, 0>",5,514379
"<5517, 0>",6,800194
"<5517, 0>",7,1201538
"<5517, 0>",8,1755917
"<5517, 0>",9,2510966
"<5517, 0>",10,3527499
"<5517, 0>",11,5426101
"<5517, 0>",12,7390120
"<5517, 0>",13,9963851
"<5517, 0>",14,14640290
"<5517, 0>",15,17657617
"<5517, 0>",16,25480618
"<5517, 0>",17,40744826
"<5517, 0>",18,67017671
"<5517, 0>",19,129889945
"<5517, 0>",20,341913067
"<5519, 0>",1,0
"<5519, 0>",2,199345
"<5519, 0>",3,485160
"<5519, 0>",4,886504
"<5519, 0>",5,1440883
"<5519, 0>",6,1918320
"<5519, 0>",7,2502106
"<5519, 0>",8,3212465
"<5519, 0>",9,4567976
"<5519, 0>",10,5706853
"<5519, 0>",11,7075086
"<5519, 0>",12,8713424
"<5519, 0>",13,10670072
"<5519, 0>",14,14325256
"<5519, 0>",15,17342583
"<5519, 0>",16,25102578
"<5519, 0>",17,40240771
"<5519, 0>",18,66324596
"<5519, 0>",19,128944843
"<5519, 0>",20,340652931
"<5555, 0>",1,0
"<5555, 0>",2,841
"<5555, 0>",3,3940
"<5555, 0>",4,11373
"<5555, 0>",5,34268
"<5555, 0>",6,83993
"<5555, 0>",7,179707
"<5555, 0>",8,349302
"<5555, 0>",9,633061
"<5555, 0>",10,1087057
"<5595, 0>",1,0
"<5595, 0>",2,841
"<5595, 0>",3,3940
"<5595, 0>",4,11373
"<5595, 0>",5,34268
"<5595, 0>",6,83993
"<5595, 0>",7,179707
"<5595, 0>",8,349302
"<5595, 0>",9,633061
"<5595, 0>",10,1087057
"<5598, 0>",1,0
"<5598, 0>",2,70
"<5598, 0>",3,378
"<5598, 0>",4,1932
"<5598, 0>",5,8599
"<5598, 0>",6,34646
"<5598, 0>",7,84371
"<5598, 0>",8,180085
"<5598, 0>",9,349680
"<5598, 0>",10,633439
"<5576, 0>",1,0
"<5576, 0>",2,70
"<5576, 0>",3,378
"<5576, 0>",4,1932
"<5576, 0>",5,8599
"<5576, 0>",6,34646
"<5576, 0>",7,84371
"<5576, 0>",8,180085
"<5576, 0>",9,349680
"<5576, 0>",10,633439
"<5578, 0>",1,0
"<5578, 0>",2,841
"<5578, 0>",3,3940
"<5578, 0>",4,11373
"<5578, 0>",5,34268
"<5578, 0>",6,83993
"<5578, 0>",7,179707
"<5578, 0>",8,349302
"<5578, 0>",9,633061
"<5578, 0>",10,1087057
"<5551, 0>",1,0
"<5551, 0>",2,70
"<5551, 0>",3,378
"<5551, 0>",4,1932
"<5551, 0>",5,8599
"<5551, 0>",6,34646
"<5551, 0>",7,84371
"<5551, 0>",8,180085
"<5551, 0>",9,349680
"<5551, 0>",10,633439
"<5577, 0>",1,0
"<5577, 0>",2,70
"<5577, 0>",3,378
"<5577, 0>",4,1932
"<5577, 0>",5,8599
"<5577, 0>",6,34646
"<5577, 0>",7,84371
"<5577, 0>",8,180085
"<5577, 0>",9,349680
"<5577, 0>",10,633439
"<5574, 0>",1,0
"<5574, 0>",2,70
"<5574, 0>",3,378
"<5574, 0>",4,1932
"<5574, 0>",5,8599
"<5574, 0>",6,34646
"<5574, 0>",7,84371
"<5574, 0>",8,180085
"<5574, 0>",9,349680
"<5574, 0>",10,633439
"<5593, 0>",1,0
"<5593, 0>",2,70
"<5593, 0>",3,378
"<5593, 0>",4,1932
"<5593, 0>",5,8599
"<5593, 0>",6,34646
"<5593, 0>",7,84371
"<5593, 0>",8,180085
"<5593, 0>",9,349680
"<5593, 0>",10,633439
"<5572, 0>",1,0
"<5572, 0>",2,841
"<5572, 0>",3,3940
"<5572, 0>",4,11373
"<5572, 0>",5,34268
"<5572, 0>",6,83993
"<5572, 0>",7,179707
"<5572, 0>",8,349302
"<5572, 0>",9,633061
"<5572, 0>",10,1087057
"<5609, 0>",1,0
"<5609, 0>",2,70
"<5609, 0>",3,378
"<5609, 0>",4,1932
"<5609, 0>",5,8599
"<5609, 0>",6,34646
"<5609, 0>",7,84371
"<5609, 0>",8,180085
"<5609, 0>",9,349680
"<5609, 0>",10,633439
"<5579, 0>",1,0
"<5579, 0>",2,841
"<5579, 0>",3,3940
"<5579, 0>",4,11373
"<5579, 0>",5,34268
"<5579, 0>",6,83993
"<5579, 0>",7,179707
"<5579, 0>",8,349302
"<5579, 0>",9,633061
"<5579, 0>",10,1087057
"<5552, 0>",1,0
"<5552, 0>",2,70
"<5552, 0>",3,378
"<5552, 0>",4,1932
"<5552, 0>",5,8599
"<5552, 0>",6,34646
"<5552, 0>",7,84371
"<5552, 0>",8,180085
"<5552, 0>",9,349680
"<5552, 0>",10,633439
"<5547, 0>",1,0
"<5547, 0>",2,70
"<5547, 0>",3,378
"<5547, 0>",4,1932
"<5547, 0>",5,8599
"<5547, 0>",6,34646
"<5547, 0>",7,84371
"<5547, 0>",8,180085
"<5547, 0>",9,349680
"<5547, 0>",10,633439
"<5559, 0>",1,0
"<5559, 0>",2,70
"<5559, 0>",3,378
"<5559, 0>",4,1932
"<5559, 0>",5,8599
"<5559, 0>",6,34646
"<5559, 0>",7,84371
"<5559, 0>",8,180085
"<5559, 0>",9,349680
"<5559, 0>",10,633439
"<5608, 0>",1,0
"<5608, 0>",2,70
"<5608, 0>",3,378
"<5608, 0>",4,1932
"<5608, 0>",5,8599
"<5608, 0>",6,34646
"<5608, 0>",7,84371
"<5608, 0>",8,180085
"<5608, 0>",9,349680
"<5608, 0>",10,633439
"<5589, 0>",1,0
"<5589, 0>",2,841
"<5589, 0>",3,3940
"<5589, 0>",4,11373
"<5589, 0>",5,34268
"<5589, 0>",6,83993
"<5589, 0>",7,179707
"<5589, 0>",8,349302
"<5589, 0>",9,633061
"<5589, 0>",10,1087057
"<5614, 0>",1,0
"<5614, 0>",2,841
"<5614, 0>",3,3940
"<5614, 0>",4,11373
"<5614, 0>",5,34268
"<5614, 0>",6,83993
"<5614, 0>",7,179707
"<5614, 0>",8,349302
"<5614, 0>",9,633061
"<5614, 0>",10,1087057
"<5548, 0>",1,0
"<5548, 0>",2,841
"<5548, 0>",3,3940
"<5548, 0>",4,11373
"<5548, 0>",5,34268
"<5548, 0>",6,83993
"<5548, 0>",7,179707
"<5548, 0>",8,349302
"<5548, 0>",9,633061
"<5548, 0>",10,1087057
"<5610, 0>",1,0
"<5610, 0>",2,841
"<5610, 0>",3,3940
"<5610, 0>",4,11373
"<5610, 0>",5,34268
"<5610, 0>",6,83993
"<5610, 0>",7,179707
"<5610, 0>",8,349302
"<5610, 0>",9,633061
"<5610, 0>",10,1087057
"<5611, 0>",1,0
"<5611, 0>",2,841
"<5611, 0>",3,3940
"<5611, 0>",4,11373
"<5611, 0>",5,34268
"<5611, 0>",6,83993
"<5611, 0>",7,179707
"<5611, 0>",8,349302
"<5611, 0>",9,633061
"<5611, 0>",10,1087057
"<5581, 0>",1,0
"<5581, 0>",2,841
"<5581, 0>",3,3940
"<5581, 0>",4,11373
"<5581, 0>",5,34268
"<5581, 0>",6,83993
"<5581, 0>",7,179707
"<5581, 0>",8,349302
"<5581, 0>",9,633061
"<5581, 0>",10,1087057
"<5549, 0>",1,0
"<5549, 0>",2,70
"<5549, 0>",3,378
"<5549, 0>",4,1932
"<5549, 0>",5,8599
"<5549, 0>",6,34646
"<5549, 0>",7,84371
"<5549, 0>",8,180085
"<5549, 0>",9,349680
"<5549, 0>",10,633439
"<5553, 0>",1,0
"<5553, 0>",2,841
"<5553, 0>",3,3940
"<5553, 0>",4,11373
"<5553, 0>",5,34268
"<5553, 0>",6,83993
"<5553, 0>",7,179707
"<5553, 0>",8,349302
"<5553, 0>",9,633061
"<5553, 0>",10,1087057
"<5575, 0>",1,0
"<5575, 0>",2,70
"<5575, 0>",3,378
"<5575, 0>",4,1932
"<5575, 0>",5,8599
"<5575, 0>",6,34646
"<5575, 0>",7,84371
"<5575, 0>",8,180085
"<5575, 0>",9,349680
"<5575, 0>",10,633439
"<5616, 0>",1,0
"<5616, 0>",2,841
"<5616, 0>",3,3940
"<5616, 0>",4,11373
"<5616, 0>",5,34268
"<5616, 0>",6,83993
"<5616, 0>",7,179707
"<5616, 0>",8,349302
"<5616, 0>",9,633061
"<5616, 0>",10,1087057
"<5619, 0>",1,0
"<5619, 0>",2,841
"<5619, 0>",3,3940
"<5619, 0>",4,11373
"<5619, 0>",5,34268
"<5619, 0>",6,83993
"<5619, 0>",7,179707
"<5619, 0>",8,349302
"<5619, 0>",9,633061
"<5619, 0>",10,1087057
"<5573, 0>",1,0
"<5573, 0>",2,841
"<5573, 0>",3,3940
"<5573, 0>",4,11373
"<5573, 0>",5,34268
"<5573, 0>",6,83993
"<5573, 0>",7,179707
"<5573, 0>",8,349302
"<5573, 0>",9,633061
"<5573, 0>",10,1087057
"<5594, 0>",1,0
"<5594, 0>",2,841
"<5594, 0>",3,3940
"<5594, 0>",4,11373
"<5594, 0>",5,34268
"<5594, 0>",6,83993
"<5594, 0>",7,179707
"<5594, 0>",8,349302
"<5594, 0>",9,633061
"<5594, 0>",10,1087057
"<5582, 0>",1,0
"<5582, 0>",2,841
"<5582, 0>",3,3940
"<5582, 0>",4,11373
"<5582, 0>",5,34268
"<5582, 0>",6,83993
"<5582, 0>",7,179707
"<5582, 0>",8,349302
"<5582, 0>",9,633061
"<5582, 0>",10,1087057
"<5600, 0>",1,0
"<5600, 0>",2,70
"<5600, 0>",3,378
"<5600, 0>",4,1932
"<5600, 0>",5,8599
"<5600, 0>",6,34646
"<5600, 0>",7,84371
"<5600, 0>",8,180085
"<5600, 0>",9,349680
"<5600, 0>",10,633439
"<5604, 0>",1,0
"<5604, 0>",2,841
"<5604, 0>",3,3940
"<5604, 0>",4,11373
"<5604, 0>",5,34268
"<5604, 0>",6,83993
"<5604, 0>",7,179707
"<5604, 0>",8,349302
"<5604, 0>",9,633061
"<5604, 0>",10,1087057
"<5597, 0>",1,0
"<5597, 0>",2,841
"<5597, 0>",3,3940
"<5597, 0>",4,11373
"<5597, 0>",5,34268
"<5597, 0>",6,83993
"<5597, 0>",7,179707
"<5597, 0>",8,349302
"<5597, 0>",9,633061
"<5597, 0>",10,1087057
"<5596, 0>",1,0
"<5596, 0>",2,70
"<5596, 0>",3,378
"<5596, 0>",4,1932
"<5596, 0>",5,8599
"<5596, 0>",6,34646
"<5596, 0>",7,84371
"<5596, 0>",8,180085
"<5596, 0>",9,349680
"<5596, 0>",10,633439
"<5583, 0>",1,0
"<5583, 0>",2,70
"<5583, 0>",3,378
"<5583, 0>",4,1932
"<5583, 0>",5,8599
"<5583, 0>",6,34646
"<5583, 0>",7,84371
"<5583, 0>",8,180085
"<5583, 0>",9,349680
"<5583, 0>",10,633439
"<5590, 0>",1,0
"<5590, 0>",2,841
"<5590, 0>",3,3940
"<5590, 0>",4,11373
"<5590, 0>",5,34268
"<5590, 0>",6,83993
"<5590, 0>",7,179707
"<5590, 0>",8,349302
"<5590, 0>",9,633061
"<5590, 0>",10,1087057
"<5556, 0>",1,0
"<5556, 0>",2,841
"<5556, 0>",3,3940
"<5556, 0>",4,11373
"<5556, 0>",5,34268
"<5556, 0>",6,83993
"<5556, 0>",7,179707
"<5556, 0>",8,349302
"<5556, 0>",9,633061
"<5556, 0>",10,1087057
"<5560, 0>",1,0
"<5560, 0>",2,841
"<5560, 0>",3,3940
"<5560, 0>",4,11373
"<5560, 0>",5,34268
"<5560, 0>",6,83993
"<5560, 0>",7,179707
"<5560, 0>",8,349302
"<5560, 0>",9,633061
"<5560, 0>",10,1087057
"<5591, 0>",1,0
"<5591, 0>",2,841
"<5591, 0>",3,3940
"<5591, 0>",4,11373
"<5591, 0>",5,34268
"<5591, 0>",6,83993
"<5591, 0>",7,179707
"<5591, 0>",8,349302
"<5591, 0>",9,633061
"<5591, 0>",10,1087057
"<5561, 0>",1,0
"<5561, 0>",2,841
"<5561, 0>",3,3940
"<5561, 0>",4,11373
"<5561, 0>",5,34268
"<5561, 0>",6,83993
"<5561, 0>",7,179707
"<5561, 0>",8,349302
"<5561, 0>",9,633061
"<5561, 0>",10,1087057
"<5584, 0>",1,0
"<5584, 0>",2,841
"<5584, 0>",3,3940
"<5584, 0>",4,11373
"<5584, 0>",5,34268
"<5584, 0>",6,83993
"<5584, 0>",7,179707
"<5584, 0>",8,349302
"<5584, 0>",9,633061
"<5584, 0>",10,1087057
"<5603, 0>",1,0
"<5603, 0>",2,841
"<5603, 0>",3,3940
"<5603, 0>",4,11373
"<5603, 0>",5,34268
"<5603, 0>",6,83993
"<5603, 0>",7,179707
"<5603, 0>",8,349302
"<5603, 0>",9,633061
"<5603, 0>",10,1087057
"<5601, 0>",1,0
"<5601, 0>",2,70
"<5601, 0>",3,378
"<5601, 0>",4,1932
"<5601, 0>",5,8599
"<5601, 0>",6,34646
"<5601, 0>",7,84371
"<5601, 0>",8,180085
"<5601, 0>",9,349680
"<5601, 0>",10,633439
"<5550, 0>",1,0
"<5550, 0>",2,841
"<5550, 0>",3,3940
"<5550, 0>",4,11373
"<5550, 0>",5,34268
"<5550, 0>",6,83993
"<5550, 0>",7,179707
"<5550, 0>",8,349302
"<5550, 0>",9,633061
"<5550, 0>",10,1087057
